"entity","action","reason","existing_id","name","native_name","governorate","website","email","phone"
"institution","skipped","matched English name + governorate","academic-inst-cb7c26ca23fa42c9a118a3c02fc81ec8","Q26856076","Q26856076","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-50c655390266424585f33656dfbc0994","University of Basrah Faculty of Law","University of Basrah Faculty of Law","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-79852f2e1ad94fb396ffe0dc74e959a2","University of Basrah College of Medicine","University of Basrah College of Medicine","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-caf6287fe2d84ad59aa2b05d92cad244","University of Basrah College of Agriculture","University of Basrah College of Agriculture","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-e2d6dfe4291e4bdcb6e2ea34a4eae5a1","Duwayhes School","مدرسة الدويحس","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-ba42b0360db047a79d490a162722491e","al-Najat School","مدرسة النجاة الأهلية","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-2585cc1815904726a0b768f200ac9851","كلية العلوم جامعة البصرة","كلية العلوم جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-690035b52c5d4dc587ac957105b89c37","كلية الفنون الجميلة جامعة البصرة","كلية الفنون الجميلة جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-e7173ca7889946ada9b0d790c0f2ffc3","كلية القانون جامعة البصرة","كلية القانون جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-80674a5e253e4e6d9eb6f72df4f5117c","كلية طب الأسنان جامعة البصرة","كلية طب الأسنان جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-4fb7e31d64d84c35941e19918755948c","College of Medicine University of Basra","كلية الطب جامعة البصرة","Basra","","",""
"institution","skipped","matched website","academic-inst-63a18d6c649e4f04a997127a1b4e44fd","Basrah Medical College","كلية طب البصرة","Basra","basmedcol.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-91bca42a4d2447ac9a4cd046bab2f817","al-Mirbad University","جامعة المربد","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-ba340da2dde8451bb550f05452c4d5cb","University of Basrah College of Engineering","كلية الهندسة جامعة البصرة","Basra","","",""
"institution","skipped","matched English name + governorate","academic-inst-2e5d33b43fc54a4791028d3413a009e7","Al-Hadba University","كلية الحدباء الجامعة","Nineveh","","",""
"institution","skipped","matched English name + governorate","academic-inst-ca0bd060a2bf411698721cc391b8ffbf","French International School MLF Danielle Mitterrand","المدرسة الدولية الفرنسية دانيال ميتران","Nineveh","","",""
"institution","skipped","matched website","academic-inst-07eee061b414421eb4544b338d57efc7","British Royal University","الجامعة الملكية البريطانية","Nineveh","broyalu.net","",""
"institution","skipped","matched English name + governorate","academic-inst-dccfefbb4ccf4019983f792c7b04add9","University of Mosul Nineveh Medicine College","University of Mosul Nineveh Medicine College","Nineveh","","",""
"institution","skipped","matched website","academic-inst-4c064aefa4da45429041ebbbb3825ab8","Rand Institute","معهد رند","Nineveh","rand-institutee.com","",""
"institution","skipped","matched English name + governorate","academic-inst-458660bab9da43b0ac08905476d613bb","Q138647658","Q138647658","Nineveh","","",""
"institution","update_missing","matched website","academic-inst-0b50efc067cf48538b7970767a4d65b0","University of Kurdistan Hewler","جامعة كردستان","Erbil","ukh.edu.krd","",""
"institution","skipped","matched English name + governorate","academic-inst-a66d658aec0849ccbcdf8f5ad9e223e4","French International School MLF Danielle Mitterrand","المدرسة الدولية الفرنسية دانيال ميتران","Erbil","","",""
"institution","skipped","matched English name + governorate","academic-inst-2011e07ffc674449b42c097e84046b25","الجامعة الملكية البريطانية","الجامعة الملكية البريطانية","Erbil","","",""
"institution","skipped","matched English name + governorate","academic-inst-1dac9681a65240f29f52d5d402624b45","Al-Hadba University","كلية الحدباء الجامعة","Duhok","","",""
"institution","skipped","matched English name + governorate","academic-inst-6dba717c65804006bb1de64c9aa49a71","French International School MLF Danielle Mitterrand","المدرسة الدولية الفرنسية دانيال ميتران","Duhok","","",""
"institution","update_missing","matched website","academic-inst-6411b22dfd3c4ea7b23ccc9a1146a176","Dohuk Polytechnic University","جامعة دهوك التقنية","Duhok","dpu.edu.krd","",""
"institution","skipped","matched English name + governorate","academic-inst-b85d2db56a0d4c05a71fd62e4fb6e09c","University of Duhok School of Medicine","University of Duhok School of Medicine","Duhok","","",""
"institution","skipped","matched English name + governorate","academic-inst-8cf6b26102f942fe9a428f9ff680782f","University of Duhok Faculty of Medical Science","University of Duhok Faculty of Medical Science","Duhok","","",""
"institution","skipped","matched English name + governorate","academic-inst-2b49dfceef17448db65250d893e776cb","Q5942573","Q5942573","Anbar","","",""
"institution","skipped","matched English name + governorate","academic-inst-96ed168b286d4ec0bf0bb5b95ccc09a8","كلية الطب جامعة الأنبار","كلية الطب جامعة الأنبار","Anbar","","",""
"institution","skipped","matched English name + governorate","academic-inst-500b1b67beab421bb3cb44857483ff1e","كلية الحسين الهندسية الجامعة","كلية الحسين الهندسية الجامعة","Anbar","","",""
"institution","skipped","matched English name + governorate","academic-inst-6c2151058bb74379ab16671ec9a957df","كلية الصفوة الجامعة","كلية الصفوة الجامعة","Anbar","","",""
"institution","skipped","matched English name + governorate","academic-inst-faf783271ff94a5ca979e9713a05713d","Karbala Technical Institute","Karbala Technical Institute","Anbar","","",""
"institution","skipped","matched English name + governorate","academic-inst-31ae83adf81e4e0693aace051b4e86a7","University of Anbar College of Engineering","University of Anbar College of Engineering","Anbar","","",""
"institution","skipped","matched website","academic-inst-51e08bfbd79447ea8515738b43aeb89a","College of Basic Education - Haditha","كلية التربية الأساسية","Anbar","uoanbar.edu.iq/basiceducationcollege","",""
"institution","skipped","matched website","academic-inst-c98c953b5ae745a384f30a0d4869fe33","كلية التربية - القائم","كلية التربية - القائم","Anbar","uoanbar.edu.iq/qecollege","",""
"institution","skipped","matched English name + governorate","academic-inst-4ad13af7c44b4add8d826acfd440137d","Shamash School","مدرسة شماش","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-2aaed301fe1a49f891782ce75d801e5f","Mosque of Morgan","جامع مرجان","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-a97350d18b2944fcae0c8d7e5588a663","Markaziyah High School","الإعدادية المركزية","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-a204999614f04b59baa5b22edcd2dd6a","Mosque of Ahmadiyah","جامع الأحمدية","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-b514aee6f1144c17b3bd28f45bd65892","Mustansiriyya Madrasa","المدرسة المستنصرية","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-121127825488467a89da129ecd5f8279","University of Baghdad College of Fine Arts","كلية الفنون الجميلة","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-3b76d1807e544651ab5c35bd06b6d831","كلية التربية بجامعة بغداد","كلية التربية بجامعة بغداد","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-3274a43cfb8c47a798aaede5271113f1","Osol Aldeen University College","كلية أصول الدين الجامعة","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-fbbafd631e0a497aa6e91b253b663eff","كلية المصطفى الجامعة","كلية المصطفى الجامعة","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-e073f94fb6f84e79b39564aa873de236","Kullīyat al-Isrāʼ al-Jāmiʻah","كلية الأسراء الجامعة","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-cd6c725efd574b65ad6ff224fbb5b7db","Q26856070","Q26856070","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-c8f6904447b74aef96616060e11a64c3","Police College","Police College","Diyala","","",""
"institution","skipped","matched website","academic-inst-f0bb4e737e9743a1adcf505b0d022180","Bilad Alrafidain University College","كلية بلاد الرافدين الجامعة","Diyala","bauc14.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-6fbfa713ed4c44a592d14d1f32c54d96","University of Diyala College of Medicine","University of Diyala College of Medicine","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-a27a3a9d718e43c29f698776a1fbdc84","Judicial Institute of Iraq","المعهد القضائي (العراق)","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-72d85c026f5b433dac793c3d359902a7","Baghdad Nuclear Research Facility","منشأة التويثة للأبحاث النووية","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-e2f6776c5a3442d68ba913fd69b4cc05","College of Medicine University of Baghdad","كلية الطب بجامعة بغداد","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-5e29858dca38416f8636f2910cd51468","كلية الآمال الجامعة","كلية الآمال الجامعة","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-8598e9ea88dc49a6947c010e625e7087","Alasifia school","مدرسة الآصفية","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-cd4e531526a34eb3802a35a2b1e03a24","Q138647637","Q138647637","Diyala","","",""
"institution","skipped","matched English name + governorate","academic-inst-fdfbcc266e2c4a1b9bb0e66f0ba6f220","Shamash School","مدرسة شماش","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-3a9df5e0ec5944919d35b40edeadae1b","Mosque of Morgan","جامع مرجان","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-c080516ae0474c23b4a954bc556bb6ed","Markaziyah High School","الإعدادية المركزية","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-d567c36e767f4593973f9b5c47fac057","Mosque of Ahmadiyah","جامع الأحمدية","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-f5fffc987c184f8895bb7f793c5f07a7","Mustansiriyya Madrasa","المدرسة المستنصرية","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-08f6a06ff1944b058ee01574de7cf92e","University of Baghdad College of Fine Arts","كلية الفنون الجميلة","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-30b92d98db6f4b22bcb1b76b927dc1c0","كلية التربية بجامعة بغداد","كلية التربية بجامعة بغداد","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-50ba572ee8014c749cf57775ac749621","Osol Aldeen University College","كلية أصول الدين الجامعة","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-6bd46b66f81a481cbb87c5fc2001126b","كلية المصطفى الجامعة","كلية المصطفى الجامعة","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-6fa7a2cc1d61486e9556f1a374c69f61","Kullīyat al-Isrāʼ al-Jāmiʻah","كلية الأسراء الجامعة","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-97368b5e9465436ba07f60454cd58c4c","Q26856070","Q26856070","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-e8ccbdb53c8b43c2afb105205c0fc658","Police College","Police College","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-9144cc1b053a480c8ddc971fadc2febd","Al Mamoon","Al Mamoon","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-9fde903e8c17439a993de8a57c96b281","Judicial Institute of Iraq","المعهد القضائي (العراق)","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-8597c308fe7f4356abf015390f7cc87c","Baghdad Nuclear Research Facility","منشأة التويثة للأبحاث النووية","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-3d08ba05d8dd486b845836b58451be42","College of Medicine University of Baghdad","كلية الطب بجامعة بغداد","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-5a1cb499b99f4d3bbd772ff99dcb4490","كلية الآمال الجامعة","كلية الآمال الجامعة","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-831fd585eac84406954965ae5a90446a","Alasifia school","مدرسة الآصفية","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-cd42761b0f6b4c49af61ae9e35433471","Q138647637","Q138647637","Salahaddin","","",""
"institution","skipped","matched English name + governorate","academic-inst-383e61e73bdc4a52a6ab85afdd50b05c","Shamash School","مدرسة شماش","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-1c98b61cc0964fa4a362434f1f5f557d","Mosque of Morgan","جامع مرجان","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-bee8d2790f924895b78096d4cc06a35e","Markaziyah High School","الإعدادية المركزية","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-b89de46181d64e4d87d7625dcf67fe33","Mosque of Ahmadiyah","جامع الأحمدية","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-acb1b5a230b140ac839b4396dea99dec","كلية التربية الرياضية جامعة بابل","كلية التربية الرياضية جامعة بابل","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-2367407d1c274d9f8516fe93485ea48a","Mustansiriyya Madrasa","المدرسة المستنصرية","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-84841d7bdcc84c7082b53d4c380d2dd2","University of Baghdad College of Fine Arts","كلية الفنون الجميلة","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-94054da921d9424fa3d06851adc86ab6","كلية الحسين الهندسية الجامعة","كلية الحسين الهندسية الجامعة","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-d202b2ef5cb44a578b664c05a3904c63","Hilla University College","كلية الحلة الجامعة","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-48d56135d28f4a3ba626c70e5df1e812","كلية الصفوة الجامعة","كلية الصفوة الجامعة","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-78048ad266ba4d3590989edbe52f56ef","Kullīyat al-Isrāʼ al-Jāmiʻah","كلية الأسراء الجامعة","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-1cd502dba8b34d0c95b59529c46fc222","Police College","Police College","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-14aabde1bef94f93aa8dc1c35bd3e10d","Al Mamoon","Al Mamoon","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-beada192b96246a2829774b50538cf4e","Karbala Technical Institute","Karbala Technical Institute","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-544fc3cd2e2e4c93ad324d975022fcf1","Baghdad Nuclear Research Facility","منشأة التويثة للأبحاث النووية","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-0b3d6818acb148179da62076928346a1","كلية الطب جامعة بابل","كلية الطب جامعة بابل","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-593ea96310144da2968218d5a8ae7a7e","كلية الفنون الجميلة جامعة بابل","كلية الفنون الجميلة جامعة بابل","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-6942bcaca0c04257846c8984f66a0a34","College of Medicine University of Baghdad","كلية الطب بجامعة بغداد","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-8a2d7fb81aa047618414befda2dd00a9","كلية الآمال الجامعة","كلية الآمال الجامعة","Babil","","",""
"institution","skipped","matched English name + governorate","academic-inst-ae25860ded80410c838c227eb7639968","Q138647637","Q138647637","Babil","","",""
"institution","skipped","matched website","academic-inst-2228ae94995d44ad9c479df704270855","Islamic University Babylon Campus","الجامعة الاسلامية في بابل","Babil","iu-babil.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-e03f01be15954986b85f807dcabb9a4a","Najaf Seminary","حوزة النجف","Najaf","","",""
"institution","skipped","matched English name + governorate","academic-inst-5622383d2ad3449985bd7d1af61a1796","Q5942573","Q5942573","Najaf","","",""
"institution","skipped","matched website","academic-inst-e1c8a9394ab34bc6a73cc74c73fc0091","University of Altoosi","كلية الطوسي الجامعة","Najaf","altoosi.edu.iq/ar","",""
"institution","skipped","matched English name + governorate","academic-inst-48e4e11ae5724166bd034abca1baba67","Sura Academy","أكاديمية سورا","Najaf","","",""
"institution","skipped","matched English name + governorate","academic-inst-c67b9418330843a9979c66f616001d8f","كلية الحسين الهندسية الجامعة","كلية الحسين الهندسية الجامعة","Najaf","","",""
"institution","skipped","matched English name + governorate","academic-inst-b55fdbcc3a0b449aaa44052a25fc870b","كلية الفقه الجامعة","كلية الفقه الجامعة","Najaf","","",""
"institution","skipped","matched English name + governorate","academic-inst-cfcba7d4714a461ca8faa20a84755533","Hilla University College","كلية الحلة الجامعة","Najaf","","",""
"institution","skipped","matched English name + governorate","academic-inst-85074bcd216f4ae3a90f4ba76b706297","كلية الصفوة الجامعة","كلية الصفوة الجامعة","Najaf","","",""
"institution","skipped","matched English name + governorate","academic-inst-74921824191845d0b5850b91d58a99b1","Karbala Technical Institute","Karbala Technical Institute","Najaf","","",""
"institution","skipped","matched English name + governorate","academic-inst-c098d5cf28804c6bac34b28b29f1324a","جامعة واسط كلية التربية","جامعة واسط كلية التربية","Wasit","","",""
"institution","skipped","matched English name + governorate","academic-inst-89359b793560488d85d6d605e8f432d8","Wasit University of the Faculty of Education for humanities","كلية القانون جامعة واسط","Wasit","","",""
"institution","skipped","matched English name + governorate","academic-inst-4114e780cf644fbda58f3d936b632392","Najaf Seminary","حوزة النجف","Qadisiyyah","","",""
"institution","skipped","matched English name + governorate","academic-inst-0bd45e50bb5f45929bfd72df6fff2ce5","Sura Academy","أكاديمية سورا","Qadisiyyah","","",""
"institution","skipped","matched English name + governorate","academic-inst-beaca4d4f01e417ba2cc805e066141bf","كلية الإدارة والاقتصاد جامعة القادسية","كلية الإدارة والاقتصاد جامعة القادسية","Qadisiyyah","","",""
"institution","skipped","matched English name + governorate","academic-inst-bfc2ae6608d94392a9b97e1b1d616351","كلية الطب جامعة القادسية","كلية الطب جامعة القادسية","Qadisiyyah","","",""
"institution","skipped","matched English name + governorate","academic-inst-6aab7e69083c454f88f54c1a196c68d7","كلية الحسين الهندسية الجامعة","كلية الحسين الهندسية الجامعة","Qadisiyyah","","",""
"institution","skipped","matched English name + governorate","academic-inst-560ae3f2d4b14520ad5f2b94a3c02876","كلية الفقه الجامعة","كلية الفقه الجامعة","Qadisiyyah","","",""
"institution","skipped","matched English name + governorate","academic-inst-0cd047028f4343349cbe578c5dd83f70","Hilla University College","كلية الحلة الجامعة","Qadisiyyah","","",""
"institution","skipped","matched English name + governorate","academic-inst-30975f0d104e4a57bf062a471fadea9d","Karbala Technical Institute","Karbala Technical Institute","Qadisiyyah","","",""
"institution","skipped","matched website","academic-inst-20395d5737384035973769194ad20d1b","Al-Ayen University","جامعة العين الاراقية","Maysan","alayen.edu.iq","",""
"institution","skipped","matched English name + governorate","academic-inst-c4d74b17f4924b92a33f405cf30e9a37","كلية التربية جامعة المثنى","كلية التربية جامعة المثنى","Muthanna","","",""
"institution","skipped","matched English name + governorate","academic-inst-2a2128c6cdfb4e6cb0d5034774d80bf4","دانشگاه آزاد اسلامی واحد مریوان","دانشگاه آزاد اسلامی واحد مریوان","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-07c78309c7d849ec9a127cb3be47225c","دانشگاه پیام نور مریوان","دانشگاه پیام نور مریوان","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-5c435e3a5f3546218d4437887edae426","هلال احمر","هلال احمر","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-d56c7287007145fa9e7a166cbbecb09d","Halabja Technical College","Halabja Technical College","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-f4671fb78bc84ffe9d8d369071698932","په‌یمانگه‌ى ته‌كنیكى ده‌ربه‌ندیخان","معهد دربنديخان التقني","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-104e0f68362549c7a5dfb9faaa93acf3","زانکۆی هەڵەبجە","جامعة حلبجە","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-92c0068c845f46e5808a365bf87d9909","دانشگاه پیام نور پاوه","دانشگاه پیام نور پاوه","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-15937947a497406d971d1e439f2430ee","zankoy chwarta (zansty zhinga)","zankoy chwarta (zansty zhinga)","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-0bab195e577f410a9c2c6d888b088d0d","کۆلێژی پەروەردەی شارەزوور","کۆلێژی پەروەردەی شارەزوور","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-7109a483208643e0a052dab933ab3f0e","خوێندنگەی باڵامبۆ","خوێندنگەی باڵامبۆ","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-8622a89186874d08912740281fc25de1","خوێندنگەی بنەڕەتی چوارچرا","خوێندنگەی بنەڕەتی چوارچرا","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-d6d24c0a292e4848b442ae07747b64dd","خوێندنگەی ئامادەیی سەفین","خوێندنگەی ئامادەیی سەفین","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-748b1711c18a49d3a39f83f785630eee","قوتابخانەی کانی بنەڕەتی / قوتابخانه‌ى ڕۆژى بنه‌ڕه‌تى","قوتابخانەی کانی بنەڕەتی / قوتابخانه‌ى ڕۆژى بنه‌ڕه‌تى","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-c5a37c8bddf84895955ce3fd7a4cc15f","قوتابخانەی ئامادەیی هەڵگورد","قوتابخانەی ئامادەیی هەڵگورد","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-083c478ecdf9403396c16a62cd035314","خوێندنگەی کانی سارد","خوێندنگەی کانی سارد","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-58fd373e96ad4203aa374307da7f00fe","پەیمانگەی تەکنیکیی پێنجوێن","Peymangey Teknîkîy Pêncwên","Halabja","","",""
"institution","skipped","matched English name + governorate","academic-inst-6b9ac3deb3df44c5a7fb0d526d31b585","Q5942573","Q5942573","Karbala","","",""
"institution","skipped","matched English name + governorate","academic-inst-a20112f9751c4389950072b20bbf59e7","كلية الحسين الهندسية الجامعة","كلية الحسين الهندسية الجامعة","Karbala","","",""
"institution","skipped","matched English name + governorate","academic-inst-3ee56a3bc55e483d800ff58786c684c7","Hilla University College","كلية الحلة الجامعة","Karbala","","",""
"institution","skipped","matched English name + governorate","academic-inst-d6258ff3c2234cc3b5be51708636182b","كلية الصفوة الجامعة","كلية الصفوة الجامعة","Karbala","","",""
"institution","skipped","matched English name + governorate","academic-inst-fc94460c86f648c89784e95185b768c7","Karbala Technical Institute","Karbala Technical Institute","Karbala","","",""
"institution","skipped","matched website","academic-inst-7d392670eace4e22aface9ee4b1c527b","University of Information Technology and Communications","جامعة تكنولوجيا المعلومات والاتصالات","Baghdad","uoitc.edu.iq","",""
"institution","skipped","matched website","academic-inst-6e503736eedb4458b45e9db8c42ddd54","Al-Karkh University of Science","جامعة الكرخ للعلوم","Baghdad","kus.edu.iq","",""
"institution","skipped","matched website","academic-inst-b07c6a7b012c4e4b8549fdd2be55d23a","Al-Furqan University","جامعة الفرقان","Basra","—","",""
"institution","skipped","matched website","academic-inst-8fef603430f1453fbe2fc4d8d851307e","Baba Gurgur University","جامعة بابا كركر","Kirkuk","babagurgur.net","",""
"institution","skipped","duplicate within import file","","University of Kurdistan Hawler","University of Kurdistan Hawler","Erbil","ukh.edu.krd","",""
"institution","skipped","matched website","academic-inst-34df7ba843e04c9ea57236f51527b548","Kurdistan Board for Medical Specialties","Kurdistan Board for Medical Specialties","Erbil","kbms.org","",""
"institution","skipped","duplicate within import file","","Bayan University","Bayan University","Erbil","bnu.edu.iq","",""
"institution","skipped","matched website","academic-inst-096a9fa21cd4403f8e1a69bc0db4afba","British International University","British International University","Erbil","website link hosted on gov.krd cdn from krg list","",""
"institution","skipped","matched website","academic-inst-7f8c2ae9bf6647af8a99838b5f2d429d","Noble Private Institute","Noble Private Institute","Erbil","noble.edu.krd","",""
"institution","skipped","matched website","academic-inst-8988e2b97ae44a0c82863034ffa0b3bf","Paitaxt Technical Institute-Erbil","Paitaxt Technical Institute-Erbil","Erbil","pti.edu.krd","",""
"institution","skipped","matched website","academic-inst-00ee9e7c831149e1b9f18b1569b99752","Ayinda Private Technical Institute","Ayinda Private Technical Institute","Erbil","aynda.edu.krd","",""
"institution","skipped","matched website","academic-inst-3f6187db6ade41fe89e4d4f436b461f3","Kurdistan National Institute of Technology","Kurdistan National Institute of Technology","Erbil","nit.edu.krd","",""
"institution","skipped","duplicate within import file","","University of Sulaimani","University of Sulaimani","Sulaymaniyah","univsul.edu.iq","",""
"institution","skipped","matched website","academic-inst-4504268622ad4bbcb7356236c79122ae","University of Raparin","University of Raparin","Sulaymaniyah","uor.edu.krd","",""
"institution","skipped","matched website","academic-inst-6d0613685fcc4bf8b390f873f817778f","Garmian University","Garmian University","Sulaymaniyah","garmian.edu.krd","",""
"institution","skipped","matched website","academic-inst-f7df38ac15a346bfbf6b5f975a5c3793","Charmo University","Charmo University","Sulaymaniyah","charmouniversity.org","",""
"institution","skipped","matched website","academic-inst-8ad45a1b0cab42c7a840d3f30e69326d","Sulaimani Polytechnic University","Sulaimani Polytechnic University","Sulaymaniyah","spu.edu.iq","",""
"institution","skipped","matched website","academic-inst-7abe5a95b8454d588dae232ea9d99ce7","Garmian Polytechnic University","Garmian Polytechnic University","Sulaymaniyah","not found on krg list page beyond name","",""
"institution","skipped","matched website","academic-inst-c1aa5ee606e4461fb0e5d9c9dcbcb872","Cihan University-Sulaimani","Cihan University-Sulaimani","Sulaymaniyah","sulicihan.edu.krd","",""
"institution","skipped","matched website","academic-inst-0ef7f1b82f74411c861d9f891c8cd010","University College of Goizha","University College of Goizha","Sulaymaniyah","uog.edu.iq","",""
"institution","skipped","matched website","academic-inst-bdaf538c2f754092a5af237df02a91fb","Qaiwan International University","Qaiwan International University","Sulaymaniyah","uniq.edu.iq","",""
"institution","skipped","matched website","academic-inst-c2e9e953252e4c6e85c0816b0b68dd14","Qala University College","Qala University College","Sulaymaniyah","qala.edu.iq","",""
"institution","skipped","matched website","academic-inst-8b7259f8e62a47d094e17fd7cb39fd72","Kurdistan Technical Institute-Sulaimani","Kurdistan Technical Institute-Sulaimani","Sulaymaniyah","kti.edu.krd","",""
"institution","skipped","matched website","academic-inst-1890c696e569458cbb93f4de8913e0c2","Haibat Sultan Technical Institute","Haibat Sultan Technical Institute","Sulaymaniyah","hsti.edu.krd","",""
"institution","skipped","matched website","academic-inst-4fb880b7e3ef44a4ac4ffb5ca4e85e2f","Gasha Private Technical Institute","Gasha Private Technical Institute","Sulaymaniyah","gti.gasha.edu.iq","",""
"institution","skipped","matched website","academic-inst-ca9c3a03083645c3be640a8fc7b361c4","Raparin Technical and Vocational Institute","Raparin Technical and Vocational Institute","Sulaymaniyah","rtvi.edu.iq","",""
"institution","skipped","matched website","academic-inst-d9f9d251214c4b1ca453c42572582acf","University of Zakho","University of Zakho","Duhok","uoz.edu.krd","",""
"institution","skipped","duplicate within import file","","Duhok Polytechnic University","Duhok Polytechnic University","Duhok","dpu.edu.krd","",""
"institution","skipped","matched website","academic-inst-6ae8a5f132ba440e91aa7407c4b88feb","Akre University for Applied Sciences","Akre University for Applied Sciences","Duhok","auas.edu.krd","",""
"institution","skipped","matched website","academic-inst-0527862c96bd49bf874b0112f68835f5","Supplementary units, language centers, and open questions","Supplementary units, language centers, and open questions","All Iraq","not applicable","",""
"institution","skipped","matched website","academic-inst-8a435512231b4d52909f14a07a90672c","Albani University College status caveat","Albani University College status caveat","All Iraq","albani.edu.iq; wordpress/instagram footprint mentioned","","2025"
"contact","skipped","matched email","academic-contact-eb30460997f34180a59106d2ae233393","click store کلیک ستۆر","","Halabja","","clickstore258@gmail.com","9647510000000"
"contact","skipped","matched email","academic-contact-044cba431c5f4b3fb2f1936870a60342","Nahrain University","","Baghdad","","info@nahrainuniv.edu.iq",""
"contact","skipped","duplicate within import file","","Nahrain University","","Diyala","","info@nahrainuniv.edu.iq",""
