"entity","action","reason","existing_id","name","native_name","governorate","website","email","phone"
"contact","skipped","matched email","academic-contact-5b79041fa2a44ab7b1f6df3339c672fe","University of Basrah","","Basra","","fateh.abdullateef@uobasrah.edu.iq",""
"contact","skipped","matched email","academic-contact-fafc4ff01c024250b19e7e272352b287","Southern Technical University","","Basra","","dormitory@stu.edu.iq",""
"contact","skipped","matched email","academic-contact-c2527cd2318d4a1d898b69eb61eb1f2f","University of Basrah","","Basra","","dhia.alfekaiki@uobasrah.edu.iq",""
"contact","skipped","matched email","academic-contact-58ab61a4bc8e48b98cdc1784951bdd76","Southern Technical University","","Basra","","cec@stu.edu.iq",""
"contact","skipped","matched email","academic-contact-0517a01539d34494befd2f6b623be8b4","Southern Technical University","","Basra","","cdc@stu.edu.iq",""
"contact","skipped","matched email","academic-contact-171120196ca440788f39e5d6692e6007","Sulaimani Polytechnic University","","Sulaymaniyah","","cdc@spu.edu.iq","964533351347"
"contact","skipped","matched email","academic-contact-0adf743b9151436fae35ab9ac42cfab7","Southern Technical University","","Basra","","bti@stu.edu.iq",""
"contact","skipped","matched email","academic-contact-cf9792a129744ca296575b2ca0ab924a","Southern Technical University","","Basra","","bmtc@stu.edu.iq",""
"contact","skipped","matched email","academic-contact-0dc6969e18404d53bf0412ce31932f19","Southern Technical University","","Basra","","bhtc@stu.edu.iq",""
"contact","skipped","matched email","academic-contact-b3a52c0416664c69bbbcd154c44e9760","Southern Technical University","","Basra","","betc@stu.edu.iq",""
"contact","skipped","matched email","academic-contact-3c96d0d9e303432fa4dba2152241b3a9","University of Basrah","","Basra","","aqeel.fadhil@uobasrah.edu.iq",""
"contact","skipped","matched email","academic-contact-51e23c4ec2f14fcebaa89956253f4b1d","University of Anbar","","Anbar","","anbar_university@uoanbar.edu.iq",""
"contact","skipped","matched email","academic-contact-24b85c422c694b328fa97e9956896573","University of Basrah","","Basra","","amal.mohemd@uobasrah.edu.iq",""
"contact","skipped","matched email","academic-contact-dedc6d9811ee4711a64b49b42459fea0","Southern Technical University","","Basra","","admn@stu.edu.iq",""
"contact","skipped","matched email","academic-contact-72cf4fb8128948d9b82e88142d1292b1","University of Diyala","","Diyala","","admin@uodiyala.edu.iq",""
"contact","skipped","matched email","academic-contact-d2533db3d9174a7ba4b339064af6b767","University of Babylon","","Babil","","admin@uobabylon.edu.iq","964804765916"
"contact","skipped","matched email","academic-contact-2f9819bb0ad6469aa29dea6e59a0dbd9","University of Human Development","","Sulaymaniyah","","abc@uhd.edu.iq","964812613473"
"contact","skipped","matched email","academic-contact-e52dad3bb6844090a27dffa8602b83c7","Baghdad College of Economic Sciences","","Baghdad","","590822318_1273862964785222_6943898034113282488_n-500x383@2x.jpg","964822000443"
"contact","skipped","matched email","academic-contact-bc1a63dc6ad0474a98c243f1058a58e8","Baghdad College of Economic Sciences","","Baghdad","","586835609_1272700751568110_1773714221174347053_n-500x383@2x.jpg",""
"contact","skipped","matched email","academic-contact-bd96cf01ec4e453ab10a212176a24d1d","Baghdad College of Economic Sciences","","Baghdad","","585407836_1267637288741123_4013697999358760367_n-500x383@2x.jpg",""
"contact","skipped","matched email","academic-contact-aadc2e5720364be9bb1dd4f302cb2578","Baghdad College of Economic Sciences","","Baghdad","","577926409_1248452677316587_4130677121717634768_n-500x383@2x.jpg",""
"contact","skipped","no email or phone","","Karbala University College","","Karbala","","",""
"contact","skipped","no email or phone","","Technical Institute of Ramadi","","Anbar","","",""
"contact","skipped","matched email","academic-contact-e12f5f0f5a284d2692c5a6a24cafd92c","University of Al-Muthanna","","Muthanna","","phone-only-f88ba0a986ff2629e4b7b937@rafid.invalid","964867179504"
"contact","skipped","no email or phone","","Technical Institute of Nasiriyah","","Dhi Qar","","",""
"contact","skipped","no email or phone","","University of Misan","","Maysan","","",""
"contact","skipped","no email or phone","","University of Karbala","","Karbala","","",""
"contact","skipped","no email or phone","","Technical Institute of Tikrit","","salahaldeen","","",""
"contact","skipped","no email or phone","","SABIS International School University","","Sulaymaniyah","","",""
"contact","skipped","no email or phone","","Sulaimani Language Institute","","Sulaymaniyah","","",""
"contact","skipped","no email or phone","","Technical Institute of Hillah","","Babil","","",""
"contact","skipped","no email or phone","","University of Duhok","","Duhok","","",""
"contact","skipped","no email or phone","","Technical Institute of Diyala","","Diyala","","",""
"contact","skipped","no email or phone","","Nawroz University – Duhok","","Duhok","","",""
"contact","skipped","no email or phone","","Catholic University – Duhok","","Duhok","","",""
"contact","skipped","no email or phone","","Technical Institute of Duhok","","Duhok","","",""
"contact","skipped","no email or phone","","Technical Institute of Kirkuk","","Kirkuk","","",""
"contact","skipped","matched email","academic-contact-0e27ad48fa4b42d9a394f7d09f088354","University of Kufa","","Najaf","","phone-only-cfe8a186d3280322c5251e76@rafid.invalid","964819377794"
"contact","skipped","no email or phone","","University of Kerbala","","Najaf","","",""
"contact","skipped","no email or phone","","Al-Furat Al-Awsat Technical University – Najaf","","Najaf","","",""
"contact","skipped","matched email","academic-contact-3beec9b775ac407db4b02355cfca2652","University of Baghdad","","Baghdad","","phone-only-582f076adf22332b98c283ff@rafid.invalid","96410000000"
"contact","skipped","matched email","academic-contact-89b915853cca44b38e94986ad79a8667","University of Sulaimani","","Sulaymaniyah","","phone-only-d2ea1f9480184c9b13258584@rafid.invalid","964999999999"
"contact","skipped","no email or phone","","Al-Mustansiriyah University","","Baghdad","","",""
"contact","skipped","matched email","academic-contact-86f46810dadf4a178a30edd00df0e922","University of Technology – Iraq","","Baghdad","","phone-only-559e243d5d5d710882d0b0df@rafid.invalid","96472127449"
"contact","skipped","matched email","academic-contact-85fde4797a94440f98767f2ca1a874c7","Al-Nahrain University","","Baghdad","","phone-only-046d25a4cab75cec4ed1b9f7@rafid.invalid","96440014653"
"contact","skipped","no email or phone","","University of Information Technology and Communications","","Baghdad","","",""
"contact","skipped","matched email","academic-contact-724ed274ced941289ab69141f7f7a6da","Al-Mansour University College","","Baghdad","","phone-only-00a82b926729b3e56701dc53@rafid.invalid","964852100100"
"contact","skipped","no email or phone","","Al-Turath University College","","Baghdad","","",""
"contact","skipped","matched email","academic-contact-d0ff7055cb0f4119b4a44098e2a20bf9","Al-Farahidi University","","Baghdad","","phone-only-2a39e4090e4114be6ffc0a3a@rafid.invalid","964550309477"
"contact","skipped","no email or phone","","Al-Zahrawi University College","","Baghdad","","",""
"contact","skipped","no email or phone","","Al-Salam University College","","Baghdad","","",""
"contact","skipped","no email or phone","","Dijlah University College","","Baghdad","","",""
"contact","skipped","no email or phone","","Al-Rafidain University College","","Baghdad","","",""
"contact","skipped","no email or phone","","Al-Yarmouk University College","","Baghdad","","",""
"contact","skipped","no email or phone","","Uruk University","","Baghdad","","",""
"contact","skipped","no email or phone","","Technical Institute of Baghdad","","Baghdad","","",""
"contact","skipped","no email or phone","","ILCS Baghdad","","Baghdad","","",""
"contact","skipped","no email or phone","","Basrah University for Oil and Gas","","Basra","","",""
"contact","skipped","no email or phone","","Shatt Al-Arab University College","","Basra","","",""
"contact","skipped","no email or phone","","Erbil Language Institute","","Erbil","","",""
"contact","skipped","no email or phone","","Catholic University in Erbil","","Erbil","","",""
"contact","skipped","no email or phone","","Tishk International University","","Erbil","","",""
"contact","skipped","no email or phone","","Komar University of Science and Technology","","Erbil","","",""
"contact","skipped","no email or phone","","Nawroz University","","Erbil","","",""
"contact","skipped","no email or phone","","Knowledge University","","Erbil","","",""
"contact","skipped","no email or phone","","Koya University","","Sulaymaniyah","","",""
"contact","skipped","no email or phone","","Ishik University","","Erbil","","",""
"contact","skipped","no email or phone","","Technical Institute of Mosul","","Nineveh","","",""
"contact","skipped","no email or phone","","Al-Kitab University","","Nineveh","","",""
"contact","skipped","no email or phone","","Ninevah University","","Nineveh","","",""
"contact","skipped","matched email","academic-contact-9f5e1e9cf0bd43a299ae768bcf941f89","Northern Technical University","","Nineveh","","phone-only-db3f398c739af1aa205b4fff@rafid.invalid","964748105550"
"contact","skipped","no email or phone","","Technical Institute of Basrah","","Basra","","",""
"contact","skipped","no email or phone","","Al-Furat Al-Awsat University College","","Basra","","",""
"contact","skipped","no email or phone","","Salahaddin University – Erbil","","Erbil","","",""
"contact","skipped","no email or phone","","Halabja University","","Halabja","","",""
